key,name,description,attached to,layer,type,url
natural-science.physics.astronomy.observational-astronomy.optical-astronomy,Optical astronomy,Study of the universe using visible light.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Optical_astronomy
natural-science.physics.astronomy.observational-astronomy.uv-astronomy,UV astronomy,Study of celestial objects using ultraviolet light.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/UV_astronomy
natural-science.physics.astronomy.observational-astronomy.x-ray-astronomy,X-ray astronomy,Study of celestial objects using X-ray radiation.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/X-ray_astronomy
natural-science.physics.astronomy.observational-astronomy.gamma-ray-astronomy,Gamma-ray astronomy,Study of celestial objects using gamma rays.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Gamma-ray_astronomy
natural-science.physics.astronomy.observational-astronomy.cosmic-ray-astronomy,Cosmic-ray astronomy,Study of cosmic rays and high energy particles.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Cosmic-ray_observatory
natural-science.physics.astronomy.observational-astronomy.neutrino-astronomy,Neutrino astronomy,Study of astronomical sources via neutrino detection.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Neutrino_astronomy
natural-science.physics.astronomy.observational-astronomy.gravitational-wave-astronomy,Gravitational wave astronomy,Study of the universe using gravitational waves.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Gravitational_wave_astronomy
natural-science.physics.astronomy.photometry,Photometry,Study of measuring brightness of celestial objects.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Photometry_(astronomy)
natural-science.physics.astronomy.spectroscopy,Spectroscopy,Study of spectra to determine composition and motion.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Spectroscopy
natural-science.physics.astronomy.stellar-astronomy,Stellar astronomy,Study of stars and their properties.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Stellar_astronomy
natural-science.physics.astronomy.stellar-astronomy.solar-astronomy,Solar astronomy,Study of the Sun and solar phenomena.,Stellar astronomy|0,4,S,https://en.wikipedia.org/wiki/Solar_astronomy
natural-science.physics.astronomy.astrophysics,Astrophysics,Study of physical processes in astronomical objects.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Astrophysics
natural-science.physics.astronomy.astrophysics.compact-objects,Compact objects,Study of compact objects like neutron stars.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Compact_objects
natural-science.physics.astronomy.astrophysics.computational-astrophysics,Computational astrophysics,Study of astrophysical systems using computation.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Computational_astrophysics
natural-science.physics.astronomy.astrophysics.gravitational-astronomy,Gravitational astronomy,Study of gravity driven astronomical phenomena.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Gravity
natural-science.physics.astronomy.astrophysics.gravitational-astronomy.black-holes,Black holes,Study of black holes and their physics.,Gravitational astronomy|0,5,S,https://en.wikipedia.org/wiki/Black_hole
natural-science.physics.astronomy.astrophysics.interstellar-medium,Interstellar medium,Study of gas and dust between stars.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Interstellar_medium
natural-science.physics.astronomy.astrophysics.numerical-simulations,Numerical simulations,Study of astrophysical systems using simulations.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Direct_numerical_simulation
natural-science.physics.astronomy.astrophysics.numerical-simulations.astrophysical-plasma,Astrophysical plasma,Study of plasma physics in astrophysical contexts.,Numerical simulations|0,5,S,https://en.wikipedia.org/wiki/Astrophysical_plasma
natural-science.physics.astronomy.astrophysics.numerical-simulations.galaxy-formation-and-evolution,Galaxy formation and evolution,Study of galaxy formation and evolution.,Numerical simulations|0,5,S,https://en.wikipedia.org/wiki/Galaxy_formation_and_evolution
natural-science.physics.astronomy.astrophysics.numerical-simulations.high-energy-astrophysics,High-energy astrophysics,Study of high energy astrophysical phenomena.,Numerical simulations|0,5,S,https://en.wikipedia.org/wiki/High-energy_astronomy
natural-science.physics.astronomy.astrophysics.numerical-simulations.magnetohydrodynamics,Magnetohydrodynamics,Study of magnetic fluids in astrophysical systems.,Numerical simulations|0,5,S,https://en.wikipedia.org/wiki/Magnetohydrodynamics
natural-science.physics.astronomy.astrophysics.numerical-simulations.star-formation,Star formation,Study of processes forming stars from gas clouds.,Numerical simulations|0,5,S,https://en.wikipedia.org/wiki/Star_formation
natural-science.physics.astronomy.astrophysics.orbital-mechanics,Orbital mechanics,Study of orbits and spacecraft trajectories.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Orbital_mechanics
natural-science.physics.astronomy.astrophysics.relativistic-astrophysics,Relativistic astrophysics,Study of astrophysics in relativistic regimes.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Relativistic_astrophysics
natural-science.physics.astronomy.astrophysics.stellar-astrophysics,Stellar astrophysics,Study of physical processes in stars.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Star
natural-science.physics.astronomy.astrophysics.stellar-astrophysics.helioseismology,Helioseismology,Study of solar oscillations and internal structure.,Stellar astrophysics|0,5,S,https://en.wikipedia.org/wiki/Helioseismology
natural-science.physics.astronomy.astrophysics.stellar-astrophysics.solar-physics,Solar physics,Study of physical processes in the Sun.,Stellar astrophysics|0,5,S,https://en.wikipedia.org/wiki/Solar_physics
natural-science.physics.astronomy.astrophysics.stellar-astrophysics.stellar-evolution,Stellar evolution,Study of star life cycles and changes.,Stellar astrophysics|0,5,S,https://en.wikipedia.org/wiki/Stellar_evolution
natural-science.physics.astronomy.astrophysics.stellar-astrophysics.stellar-nucleosynthesis,Stellar nucleosynthesis,Study of element formation inside stars.,Stellar astrophysics|0,5,S,https://en.wikipedia.org/wiki/Stellar_nucleosynthesis
natural-science.physics.astronomy.astrophysics.space-plasma-physics,Space plasma physics,Study of plasma in space environments.,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Space_plasma_physics
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science,"Planetary science (alternatively, a part of earth science)",Study of planets moons and planetary systems.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Planetary_science
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.atmospheric-science,Atmospheric science,Study of planetary atmospheres and their dynamics.,"Planetary science (alternatively, a part of earth science)|0;Earth science|1",4,S,https://en.wikipedia.org/wiki/Atmospheric_science
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.exoplanetology,Exoplanetology,Study of planets beyond the Solar System.,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Exoplanetology
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-formation,Planetary formation,Study of how planets form and evolve.,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_formation
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-rings,Planetary rings,Study of ring systems around planets.,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_rings
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.magnetospheres,Magnetospheres,Study of planetary magnetic fields and magnetospheres.,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Magnetosphere
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-geology,Planetary geology,Study of geology of planetary bodies.,"Planetary science (alternatively, a part of earth science)|0;Earth science|1",4,S,https://en.wikipedia.org/wiki/Planetary_geology
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-surfaces,Planetary surfaces,Study of surface processes on planetary bodies.,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_surface
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.small-solar-system-bodies,Small Solar System bodies,Study of asteroids comets and small bodies.,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Small_Solar_System_bodies
natural-science.physics.astronomy.dynamics.astrodynamics,Astrodynamics,Study of spacecraft motion and orbital dynamics.,Dynamics|0;Physics|0,3,S,https://en.wikipedia.org/wiki/Orbital_mechanics
natural-science.physics.astronomy.dynamics.stellar-dynamics,Stellar dynamics,Study of motion and interactions of stars.,Dynamics|0;Physics|0,3,S,https://en.wikipedia.org/wiki/Stellar_dynamics
natural-science.physics.astronomy.mechanics.celestial-mechanics,Celestial mechanics,Study of motion of celestial bodies.,Mechanics|0;Physics|0,3,S,https://en.wikipedia.org/wiki/Celestial_mechanics
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-space-science,"Planetary science (alternatively, a part of space science)",Study of planets moons and planetary systems.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Planetary_science
natural-science.chemistry,Chemistry,Study of matter its composition and chemical reactions.,Physics|1,1,S0,https://en.wikipedia.org/wiki/Chemistry
natural-science.chemistry.chemical-physics,Chemical physics,Study of chemistry using physical principles.,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Chemical_physics
natural-science.chemistry.physical-chemistry,Physical chemistry,Study of physical principles in chemical systems.,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Physical_chemistry
